NutsID,DICOFRE,region_name,year,edu_none,edu_basic,edu_secondary,edu_superior,labour_family,labour_holder,labour_spouse,labour_other_family,labour_non_family,labour_regular,labour_non_regular,labour_not_hired,production_eur,production_area
111160221,160221,"Unịo das freguesias de Arga (Baixo, Cima e Ṣo Jọo)",2009,66,55,2,2,83,37,24,22,3,1,1,0,169922.0,187.9
111160221,160221,"Unịo das freguesias de Arga (Baixo, Cima e Ṣo Jọo)",2019,34,71,5,4,62,28,16,17,4,3,0,0,228324.0,262.0
111160222,160222,Unịo das freguesias de Caminha (Matriz) e Vilarelho,1999,10,38,4,1,26,11,9,6,9,3,5,0,160624.0,4229.2
111160222,160222,Unịo das freguesias de Caminha (Matriz) e Vilarelho,2009,10,28,4,5,26,14,7,5,1,1,0,0,68077.0,2157.8
111160222,160222,Unịo das freguesias de Caminha (Matriz) e Vilarelho,2019,5,32,6,1,17,10,4,3,2,1,1,0,65582.0,2077.4
111160223,160223,Unịo das freguesias de Gondar e Orbac̩m,1999,132,214,13,1,159,63,33,63,5,1,4,0,321674.0,1447.0
111160223,160223,Unịo das freguesias de Gondar e Orbac̩m,2009,54,192,24,5,141,63,42,36,1,1,0,0,196877.0,484.2
111160223,160223,Unịo das freguesias de Gondar e Orbac̩m,2019,14,98,23,9,29,14,7,8,2,0,1,0,153041.0,513.0
111160224,160224,Unịo das freguesias de Moledo e Cristelo,1999,18,43,4,0,32,13,8,11,2,0,2,0,69254.0,2379.1
111160224,160224,Unịo das freguesias de Moledo e Cristelo,2009,11,17,2,0,15,8,3,4,0,0,0,0,43025.0,2424.0
111160224,160224,Unịo das freguesias de Moledo e Cristelo,2019,1,28,7,2,15,7,4,4,1,0,1,0,70716.0,421.9
111160225,160225,Unịo das freguesias de Venade e Azevedo,1999,76,157,8,1,93,45,18,31,3,0,3,0,328454.0,3547.8
111160225,160225,Unịo das freguesias de Venade e Azevedo,2009,46,119,9,3,90,43,18,29,2,0,1,0,175062.0,363.7
111160225,160225,Unịo das freguesias de Venade e Azevedo,2019,11,102,17,11,36,18,7,11,5,3,1,0,184781.0,396.4
111160301,160301,Alvaredo,1999,95,191,29,25,151,75,47,29,8,0,8,0,391965.0,2919.4
111160301,160301,Alvaredo,2009,24,165,35,31,127,71,36,19,10,4,6,0,347243.0,2659.6
111160301,160301,Alvaredo,2019,26,153,37,27,103,58,34,11,39,26,12,0,527471.0,2869.3
111160304,160304,Cousso,1999,104,80,17,4,101,57,23,21,1,0,0,0,163754.0,780.9
111160304,160304,Cousso,2009,34,32,3,8,35,23,10,3,1,1,0,0,83835.0,225.5
111160304,160304,Cousso,2019,14,18,7,7,23,14,8,1,0,0,0,0,103674.0,604.8
111160305,160305,Cristoval,1999,46,59,4,4,36,17,12,7,2,0,2,0,120690.0,2047.3
111160305,160305,Cristoval,2009,25,61,7,4,45,23,12,10,1,0,1,0,83699.0,491.8
111160305,160305,Cristoval,2019,5,48,7,5,21,11,7,4,0,0,0,0,104528.0,787.8
111160307,160307,Fịes,1999,119,85,11,1,128,61,43,24,2,1,0,0,245761.0,399.3
111160307,160307,Fịes,2009,47,51,3,2,60,34,15,11,2,0,0,2,127473.0,220.1
111160307,160307,Fịes,2019,23,49,9,2,30,15,9,6,1,0,1,0,237329.0,536.2
111160308,160308,Gave,1999,82,63,0,2,81,42,20,18,1,0,0,0,153422.0,331.9
111160308,160308,Gave,2009,46,42,4,3,56,34,16,6,0,0,0,0,88700.0,483.2
111160308,160308,Gave,2019,11,41,5,4,22,13,4,4,1,1,0,0,259610.0,234.8
111160311,160311,Paderne,1999,189,278,70,39,226,111,70,45,21,7,13,1,648111.0,2215.4
111160311,160311,Paderne,2009,109,251,52,56,141,81,35,25,21,10,11,0,492514.0,1470.9
111160311,160311,Paderne,2019,57,251,94,72,141,80,29,31,20,9,10,1,758910.0,2941.1
111160313,160313,Penso,1999,76,134,14,15,112,49,46,17,4,0,4,0,254068.0,2292.4
111160313,160313,Penso,2009,28,115,17,12,68,36,24,8,11,7,4,0,228517.0,576.9
111160313,160313,Penso,2019,20,106,31,14,70,40,24,7,7,2,5,0,321611.0,1252.9
111160317,160317,Ṣo Paio,1999,131,114,19,11,132,67,45,20,2,0,2,0,271750.0,715.0
111160317,160317,Ṣo Paio,2009,30,135,15,16,100,52,35,12,3,0,3,0,174860.0,1833.7
111160317,160317,Ṣo Paio,2019,30,96,47,15,71,38,21,12,4,1,3,0,295231.0,701.6
111160319,160319,Unịo das freguesias de Castro Laboreiro e Lamas de Mouro,1999,304,271,18,15,336,169,95,73,1,0,0,0,686811.0,343.9
111160319,160319,Unịo das freguesias de Castro Laboreiro e Lamas de Mouro,2009,187,160,10,11,197,109,54,33,2,1,1,0,984834.0,97.1
111160319,160319,Unịo das freguesias de Castro Laboreiro e Lamas de Mouro,2019,58,192,17,23,150,91,40,19,3,1,1,0,1212479.0,222.1
111160320,160320,Unịo das freguesias de Chavịes e Pa̤os,1999,120,168,23,9,80,40,21,19,7,0,7,0,294250.0,2239.3
111160320,160320,Unịo das freguesias de Chavịes e Pa̤os,2009,34,113,23,12,70,37,23,9,7,2,6,0,226461.0,306.4
111160320,160320,Unịo das freguesias de Chavịes e Pa̤os,2019,23,85,23,17,46,24,17,6,7,4,3,1,310195.0,1503.6
111160321,160321,Unịo das freguesias de Parada do Monte e Cubalḥo,1999,265,240,13,4,207,97,65,46,1,1,0,0,566481.0,341.8
111160321,160321,Unịo das freguesias de Parada do Monte e Cubalḥo,2009,86,127,12,2,117,66,36,15,2,1,0,0,391235.0,158.9
111160321,160321,Unịo das freguesias de Parada do Monte e Cubalḥo,2019,18,126,9,4,59,31,20,8,0,0,0,0,362886.0,230.8
111160322,160322,Unịo das freguesias de Prado e Remọes,1999,50,125,26,25,87,46,26,15,8,4,5,0,253669.0,2750.4
111160322,160322,Unịo das freguesias de Prado e Remọes,2009,26,109,30,36,78,46,22,10,8,3,5,0,193885.0,1982.1
111160322,160322,Unịo das freguesias de Prado e Remọes,2019,19,105,32,38,62,36,21,6,10,5,4,0,365925.0,3414.4
111160323,160323,Unịo das freguesias de Vila e Roussas,1999,129,171,19,24,155,69,44,41,8,3,4,0,258711.0,1676.7
111160323,160323,Unịo das freguesias de Vila e Roussas,2009,35,187,23,43,136,74,38,25,9,1,8,0,255472.0,2367.7
111160323,160323,Unịo das freguesias de Vila e Roussas,2019,42,126,39,33,81,43,24,14,9,2,6,1,332098.0,1907.1
111160401,160401,Abedim,1999,81,107,7,4,98,43,27,27,0,0,0,0,177782.0,1061.4
111160401,160401,Abedim,2009,18,69,17,1,69,29,28,12,0,0,0,0,111381.0,298.5
111160401,160401,Abedim,2019,14,54,9,6,57,30,20,7,1,0,1,0,124616.0,810.9
111160404,160404,Barbeita,1999,133,193,20,13,140,67,46,27,13,2,12,0,365726.0,2662.3
111160404,160404,Barbeita,2009,43,191,31,21,113,57,34,22,9,0,9,0,287814.0,2394.1
